event_id_cnty,event_date,year,event_type,actor1,actor2,country,admin1,admin2,latitude,longitude,fatalities
IND76273,2012-09-07,2012,Protests,Rebel Group A,Civilians,India,Manipur,Churachandpur,24.436004866029645,93.71937059578407,0
IND59002,2012-09-08,2012,Protests,State Forces,Unidentified Armed Group,India,Manipur,Tamenglong,24.73912098345722,93.86565682716915,0
IND66318,2012-09-14,2012,Battles,Unidentified Armed Group,Protesters,India,Manipur,Churachandpur,24.756505148458967,93.89924752391154,3
IND82651,2012-09-22,2012,Battles,Protesters,Rebel Group A,India,Manipur,Ukhrul,24.494207885170454,93.66718047730352,2
IND94705,2012-09-23,2012,Riots,Unidentified Armed Group,None,India,Manipur,Imphal East,24.92644863668265,94.0984222777028,0
IND10869,2012-09-29,2012,Violence against civilians,Rebel Group B,Civilians,India,Manipur,Chandel,24.674746253026107,94.33458940228557,2
IND20293,2012-10-02,2012,Riots,State Forces,Protesters,India,Manipur,Chandel,25.11762556497712,94.09195905036171,0
IND91242,2012-10-05,2012,Riots,State Forces,Civilians,India,Manipur,Churachandpur,24.946318638818937,93.70411450734082,0
IND32267,2012-10-05,2012,Riots,Civilians,None,India,Manipur,Tamenglong,25.089272459628155,93.86922071082961,0
IND86045,2012-10-08,2012,Battles,Rebel Group B,Protesters,India,Manipur,Imphal East,25.06839065259323,93.93094908023227,2
IND43546,2012-10-15,2012,Riots,Protesters,Unidentified Armed Group,India,Manipur,Churachandpur,24.97386689153427,94.14410614109697,0
IND27261,2012-10-17,2012,Explosions/Remote violence,Civilians,Rebel Group B,India,Manipur,Ukhrul,25.117899555072743,94.0652504103153,6
IND37738,2012-10-29,2012,Protests,State Forces,Rebel Group B,India,Manipur,Kamjong,24.431735127121105,93.71475991850308,0
IND22818,2012-10-31,2012,Protests,Unidentified Armed Group,None,India,Manipur,Churachandpur,24.462448429177304,93.55305157539371,0
IND96064,2012-11-02,2012,Battles,State Forces,Protesters,India,Manipur,Imphal West,24.850354943007172,94.0500394157162,4
IND68084,2012-11-06,2012,Explosions/Remote violence,Protesters,None,India,Manipur,Imphal West,25.011975662222813,93.61172103659824,0
IND25266,2012-11-11,2012,Strategic developments,Unidentified Armed Group,Rebel Group A,India,Manipur,Bishnupur,25.071814473213283,94.10690378856933,0
IND10816,2012-11-15,2012,Protests,Rebel Group A,Unidentified Armed Group,India,Manipur,Imphal East,25.086079041392257,93.91399475485638,0
IND37619,2012-11-20,2012,Violence against civilians,State Forces,None,India,Manipur,Tengnoupal,24.439647833198404,94.28402658379815,1
IND64386,2012-11-21,2012,Violence against civilians,Rebel Group A,Unidentified Armed Group,India,Manipur,Kakching,24.517500359028258,94.37888093304886,2
IND18988,2012-11-25,2012,Battles,Rebel Group A,None,India,Manipur,Imphal West,24.908776021314225,93.8818276667794,4
IND83106,2012-11-26,2012,Riots,State Forces,None,India,Manipur,Kamjong,24.61509942386501,94.04301068816312,0
IND33807,2012-12-02,2012,Protests,State Forces,Rebel Group A,India,Manipur,Churachandpur,25.126254124148122,93.35603528741387,0
IND80423,2012-12-04,2012,Violence against civilians,Unidentified Armed Group,Protesters,India,Manipur,Churachandpur,25.02983415907972,94.05687818692492,0
IND70204,2012-12-08,2012,Protests,Rebel Group A,Civilians,India,Manipur,Kangpokpi,24.714431987167597,93.60994556741701,0
IND15600,2012-12-10,2012,Violence against civilians,Civilians,Unidentified Armed Group,India,Manipur,Imphal West,25.226330034196096,94.28840867114133,0
IND95973,2012-12-17,2012,Violence against civilians,Rebel Group A,Civilians,India,Manipur,Imphal East,24.60677506999291,94.14250350950597,0
IND49210,2012-12-19,2012,Riots,Protesters,None,India,Manipur,Churachandpur,24.493886569215746,93.86168214872647,0
IND84108,2012-12-19,2012,Protests,Civilians,None,India,Manipur,Thoubal,24.83393543715617,93.7423453598113,0
IND44019,2012-12-25,2012,Battles,Protesters,State Forces,India,Manipur,Jiribam,24.16949742493326,93.7476265513051,4
IND83487,2012-12-25,2012,Explosions/Remote violence,Rebel Group B,None,India,Manipur,Senapati,24.457850022192932,94.4386969108535,1
IND40041,2013-01-04,2013,Battles,Rebel Group B,Unidentified Armed Group,India,Manipur,Senapati,24.844124198108556,93.7276269047323,3
IND35832,2013-01-06,2013,Protests,Civilians,None,India,Manipur,Imphal West,24.846420261861685,94.32556153455891,0
IND49882,2013-01-12,2013,Strategic developments,State Forces,None,India,Manipur,Imphal West,24.738410069104436,93.78449606526031,0
IND58648,2013-01-12,2013,Violence against civilians,Rebel Group A,None,India,Manipur,Pherzawl,24.894702416075123,94.19270455647306,3
IND95765,2013-01-15,2013,Protests,State Forces,None,India,Manipur,Imphal East,25.135707010216876,94.30069980927506,0
IND28405,2013-01-24,2013,Protests,Protesters,None,India,Manipur,Imphal East,24.980013125482845,93.87224496904756,0
IND83927,2013-02-05,2013,Explosions/Remote violence,Civilians,None,India,Manipur,Tamenglong,24.147859594262663,93.57820496054283,3
IND55564,2013-02-23,2013,Protests,Rebel Group A,Protesters,India,Manipur,Imphal West,24.768988397926197,94.3132234512013,0
IND40382,2013-02-24,2013,Explosions/Remote violence,Unidentified Armed Group,Rebel Group A,India,Manipur,Noney,24.668992609282448,93.96380008489321,2
IND41050,2013-02-25,2013,Violence against civilians,Rebel Group B,Civilians,India,Manipur,Imphal East,24.69727883822707,94.48188374756177,1
IND62237,2013-02-26,2013,Explosions/Remote violence,Protesters,State Forces,India,Manipur,Kakching,24.599311717123154,94.55609564368459,4
IND95998,2013-02-27,2013,Protests,Protesters,State Forces,India,Manipur,Noney,24.955132152273922,93.91494584988435,0
IND87092,2013-03-03,2013,Explosions/Remote violence,State Forces,State Forces,India,Manipur,Pherzawl,24.535781065148207,93.68844207946441,2
IND39300,2013-03-08,2013,Explosions/Remote violence,Unidentified Armed Group,Unidentified Armed Group,India,Manipur,Kangpokpi,25.074572008457476,94.09418555466624,2
IND11307,2013-03-09,2013,Riots,Rebel Group A,Rebel Group B,India,Manipur,Tengnoupal,24.682625656093904,93.55405037402902,0
IND83747,2013-03-12,2013,Strategic developments,Rebel Group A,Rebel Group B,India,Manipur,Jiribam,24.463248034379106,93.94921572869214,0
IND76617,2013-03-16,2013,Battles,Rebel Group A,Civilians,India,Manipur,Noney,24.94369412849922,94.47118732310791,2
IND81120,2013-03-22,2013,Strategic developments,Rebel Group A,None,India,Manipur,Imphal West,24.960735738334833,93.60055610093518,0
IND81188,2013-04-08,2013,Protests,Rebel Group A,Protesters,India,Manipur,Kangpokpi,25.10440455511981,94.53628350619977,0
IND96755,2013-04-08,2013,Strategic developments,Civilians,Civilians,India,Manipur,Tengnoupal,24.72947598961717,93.68496810384444,0
IND76727,2013-04-09,2013,Riots,Rebel Group A,Protesters,India,Manipur,Churachandpur,24.340315815125166,94.3808326375864,1
IND12076,2013-04-11,2013,Protests,Rebel Group A,Civilians,India,Manipur,Tengnoupal,24.874066966553467,93.82291265099695,0
IND83048,2013-04-19,2013,Riots,Protesters,Rebel Group B,India,Manipur,Imphal West,24.871065151152195,94.11638566217432,0
IND34490,2013-04-30,2013,Protests,Protesters,Rebel Group A,India,Manipur,Jiribam,24.60122298807484,94.17634356780509,0
IND21920,2013-05-04,2013,Battles,Rebel Group A,Unidentified Armed Group,India,Manipur,Ukhrul,24.44251227425744,94.01418675540607,0
IND44105,2013-05-05,2013,Protests,Protesters,Rebel Group B,India,Manipur,Ukhrul,24.850325925309086,94.07763764865952,0
IND29870,2013-05-12,2013,Protests,Protesters,State Forces,India,Manipur,Imphal West,24.88661498120729,93.73753176700868,0
IND74081,2013-05-18,2013,Protests,State Forces,Rebel Group A,India,Manipur,Churachandpur,25.283023832234544,93.93923527995067,0
IND44339,2013-05-18,2013,Riots,Rebel Group B,Protesters,India,Manipur,Imphal East,24.644959668981247,94.36764755191227,1
IND84718,2013-05-25,2013,Strategic developments,State Forces,State Forces,India,Manipur,Imphal West,24.74317900962678,94.08377063488611,0
IND35853,2013-05-26,2013,Explosions/Remote violence,Rebel Group B,State Forces,India,Manipur,Churachandpur,24.78022683135325,94.44368433647787,3
IND67851,2013-05-27,2013,Protests,Unidentified Armed Group,State Forces,India,Manipur,Ukhrul,25.027448434577416,93.97839355511303,0
IND24249,2013-05-29,2013,Strategic developments,Rebel Group A,Rebel Group B,India,Manipur,Imphal West,24.026209639723263,94.15213804853715,0
IND15816,2013-05-30,2013,Riots,Unidentified Armed Group,Civilians,India,Manipur,Pherzawl,24.32347025008711,93.35502518695698,2
IND35602,2013-06-01,2013,Protests,State Forces,Civilians,India,Manipur,Tengnoupal,24.312263190718923,93.81049089624126,0
IND87087,2013-06-06,2013,Protests,Unidentified Armed Group,Protesters,India,Manipur,Churachandpur,24.280466772839564,94.14921835443279,0
IND72708,2013-06-08,2013,Protests,Rebel Group B,None,India,Manipur,Churachandpur,25.36298157019575,94.4066312135056,0
IND54408,2013-06-10,2013,Protests,State Forces,Protesters,India,Manipur,Imphal East,24.540207889655733,93.96065411521124,0
IND70522,2013-06-15,2013,Riots,Protesters,Rebel Group B,India,Manipur,Kangpokpi,24.9125118818544,94.0232754733608,0
IND66618,2013-06-15,2013,Battles,Civilians,None,India,Manipur,Pherzawl,24.941004633565075,94.11596011118944,1
IND99234,2013-06-16,2013,Battles,Rebel Group A,State Forces,India,Manipur,Imphal East,24.757983872394792,94.21139549462733,1
IND87712,2013-06-16,2013,Protests,Protesters,Rebel Group A,India,Manipur,Kakching,25.001630991506296,93.2405895249603,0
IND79489,2013-06-16,2013,Battles,Unidentified Armed Group,Rebel Group A,India,Manipur,Churachandpur,25.004361544323405,94.06352289977943,3
IND95669,2013-06-17,2013,Riots,State Forces,None,India,Manipur,Churachandpur,24.91016307397928,94.39761835451286,2
IND17533,2013-06-19,2013,Battles,Protesters,None,India,Manipur,Noney,24.419091363469846,94.13971535168234,1
IND21023,2013-06-23,2013,Protests,Protesters,State Forces,India,Manipur,Bishnupur,24.969074716040893,94.22271060952933,0
IND18843,2013-06-30,2013,Violence against civilians,Protesters,Rebel Group A,India,Manipur,Tengnoupal,24.76891524567931,94.02225738582098,2
IND36451,2013-07-01,2013,Protests,Protesters,None,India,Manipur,Jiribam,24.33889806247327,93.62594848352367,0
IND93767,2013-07-01,2013,Battles,Protesters,Rebel Group B,India,Manipur,Tengnoupal,25.09084844832585,93.3659126500779,1
IND93362,2013-07-02,2013,Protests,Protesters,Unidentified Armed Group,India,Manipur,Kakching,25.463722948962037,93.59736409380427,0
IND20872,2013-07-04,2013,Battles,State Forces,None,India,Manipur,Noney,24.867311010092482,94.49454791603723,2
IND71497,2013-07-18,2013,Protests,Rebel Group A,State Forces,India,Manipur,Imphal East,24.847207904798204,94.05125373530034,0
IND48565,2013-07-19,2013,Violence against civilians,State Forces,Rebel Group B,India,Manipur,Churachandpur,24.839793162664257,93.4830225600404,0
IND43040,2013-07-29,2013,Protests,Rebel Group B,Unidentified Armed Group,India,Manipur,Tengnoupal,24.51883867923697,93.47833302668437,0
IND87598,2013-08-02,2013,Protests,Rebel Group A,Protesters,India,Manipur,Noney,25.24817078024758,94.20440914049695,0
IND75936,2013-08-03,2013,Battles,Unidentified Armed Group,Protesters,India,Manipur,Imphal East,24.896170935165628,93.8901351594112,3
IND62645,2013-08-04,2013,Riots,Rebel Group A,Protesters,India,Manipur,Kamjong,25.238516675680867,94.3480087966715,0
IND50499,2013-08-05,2013,Riots,Rebel Group B,State Forces,India,Manipur,Bishnupur,24.63500081777483,93.77779677236602,0
IND31719,2013-08-06,2013,Protests,Protesters,Rebel Group A,India,Manipur,Churachandpur,24.85913245820308,94.0376170673155,0
IND87711,2013-08-07,2013,Battles,Unidentified Armed Group,None,India,Manipur,Noney,24.640073356060654,93.80134170429827,3
IND86555,2013-08-09,2013,Protests,Protesters,Civilians,India,Manipur,Bishnupur,24.864626815281262,94.28360200083534,0
IND94648,2013-08-16,2013,Strategic developments,Civilians,Protesters,India,Manipur,Kakching,25.062002084626027,94.17301328291312,0
IND61559,2013-08-17,2013,Riots,Protesters,Rebel Group A,India,Manipur,Pherzawl,24.8827464044639,93.67881797969918,2
IND11345,2013-08-18,2013,Explosions/Remote violence,Rebel Group B,Rebel Group A,India,Manipur,Kangpokpi,24.757407035389665,94.15479845063574,2
IND42398,2013-08-22,2013,Battles,Civilians,Rebel Group A,India,Manipur,Kangpokpi,24.900488813826627,93.70619924383793,1
IND17529,2013-08-22,2013,Riots,State Forces,None,India,Manipur,Thoubal,24.798935836115582,94.26274750330391,0
IND22343,2013-09-02,2013,Violence against civilians,Protesters,None,India,Manipur,Imphal West,24.480880566429757,94.22249612069925,0
IND51168,2013-09-04,2013,Protests,Unidentified Armed Group,Civilians,India,Manipur,Chandel,24.9870281143353,94.25739266587703,0
IND18261,2013-09-05,2013,Protests,Rebel Group B,Civilians,India,Manipur,Kakching,24.527968208559404,94.2346019163107,0
IND38084,2013-09-10,2013,Explosions/Remote violence,Unidentified Armed Group,State Forces,India,Manipur,Imphal West,24.763752434867715,93.72223371446019,4
IND37846,2013-09-16,2013,Strategic developments,Civilians,State Forces,India,Manipur,Tamenglong,24.829596137560326,94.23661264242469,0
IND98535,2013-09-19,2013,Protests,Protesters,Unidentified Armed Group,India,Manipur,Churachandpur,24.44158652607178,94.03401710846647,0
IND90922,2013-09-20,2013,Riots,Unidentified Armed Group,Rebel Group A,India,Manipur,Churachandpur,24.908361219554788,93.71042192928998,0
IND96919,2013-09-21,2013,Violence against civilians,Rebel Group B,Rebel Group A,India,Manipur,Tamenglong,24.728596996061604,93.70128971698625,0
IND94985,2013-09-22,2013,Battles,Civilians,State Forces,India,Manipur,Imphal West,24.4504534724379,93.86103676333548,1
IND28083,2013-09-23,2013,Battles,Protesters,Rebel Group B,India,Manipur,Imphal East,24.69619823201734,93.9118335261791,3
IND23586,2013-09-24,2013,Battles,Unidentified Armed Group,None,India,Manipur,Imphal West,25.05133754971323,94.06143470742319,1
IND48751,2013-09-26,2013,Riots,Civilians,Rebel Group B,India,Manipur,Senapati,24.311589791804252,93.31739075301238,0
IND93543,2013-09-28,2013,Battles,Civilians,Unidentified Armed Group,India,Manipur,Thoubal,25.049261826958475,93.33075456524668,3
IND69754,2013-09-28,2013,Riots,Unidentified Armed Group,Civilians,India,Manipur,Imphal East,25.13886602289787,94.03443105783015,1
IND42330,2013-09-29,2013,Protests,State Forces,Rebel Group A,India,Manipur,Churachandpur,24.532246539995842,94.07923775726908,0
IND22626,2013-10-02,2013,Protests,Unidentified Armed Group,None,India,Manipur,Kakching,24.607867507412514,93.98959917563822,0
IND85932,2013-10-03,2013,Violence against civilians,Civilians,None,India,Manipur,Imphal East,24.84368568178291,94.28657411461143,0
IND54989,2013-10-03,2013,Strategic developments,State Forces,None,India,Manipur,Tengnoupal,25.07199832434066,94.03943181189513,0
IND53315,2013-10-06,2013,Riots,Rebel Group B,Protesters,India,Manipur,Kamjong,24.927585033082995,93.37783401987846,0
IND22014,2013-10-08,2013,Protests,Unidentified Armed Group,None,India,Manipur,Ukhrul,24.873191309216278,94.33776655152568,0
IND84215,2013-10-10,2013,Protests,State Forces,Unidentified Armed Group,India,Manipur,Imphal East,25.244285024282156,93.85981465480549,0
IND71790,2013-10-24,2013,Violence against civilians,Rebel Group B,Protesters,India,Manipur,Kamjong,25.058431998575948,93.3489833978175,3
IND85498,2013-10-26,2013,Riots,State Forces,Civilians,India,Manipur,Churachandpur,25.18065464669208,94.09326719683934,1
IND35223,2013-10-28,2013,Protests,Rebel Group B,State Forces,India,Manipur,Imphal West,24.55678986187632,93.96395676963904,0
IND31541,2013-10-29,2013,Protests,Civilians,Rebel Group B,India,Manipur,Imphal East,25.128444008806028,93.96457682577828,0
IND65941,2013-10-29,2013,Riots,Civilians,State Forces,India,Manipur,Kamjong,24.950554162869444,94.36968202035139,0
IND59081,2013-10-31,2013,Strategic developments,Unidentified Armed Group,Protesters,India,Manipur,Imphal East,24.93781306045942,94.09934532376612,0
IND41257,2013-11-01,2013,Violence against civilians,Civilians,None,India,Manipur,Kakching,25.181381429847466,94.77257357419822,0
IND27507,2013-11-01,2013,Battles,Rebel Group B,Rebel Group A,India,Manipur,Churachandpur,25.16780662706761,93.98646985787433,1
IND56831,2013-11-04,2013,Protests,Civilians,None,India,Manipur,Imphal West,25.039911864835158,93.85051623505551,0
IND83890,2013-11-07,2013,Battles,Unidentified Armed Group,Protesters,India,Manipur,Churachandpur,24.70491860862713,94.51757421521673,1
IND97052,2013-11-09,2013,Strategic developments,Rebel Group A,Rebel Group B,India,Manipur,Jiribam,24.445108703584065,93.38553313955002,0
